Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Country,Stage,Funds_Raised_USD
Uber Freight,SF Bay Area,Logistics,40,,09/01/2024,https://www.freightwaves.com/news/digital-brokerage-uber-freight-slashes-jobs,United States,Subsidiary,2700
Rent the Runway,New York City,Retail,37,0.1,09/01/2024,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,United States,Post-IPO,526
Treasure Financial,SF Bay Area,Finance,14,0.6,09/01/2024,https://techcrunch.com/2024/01/09/treasure-financial-lays-off-staff-just-months-after-reporting-explosive-growth/,United States,Series A,14
Humane,SF Bay Area,Hardware,10,0.04,09/01/2024,https://www.theverge.com/2024/1/9/24032274/humane-layoffs-ai-pin,United States,Series C,230
EVBox,"Amsterdam, Non-U.S.",Energy,,,09/01/2024,https://news.evbox.com/en-WW/233459-evbox-commences-efficiency-enhancement-program-to-streamline-organization,Netherlands,Post-IPO,
Morning Consult,Washington D.C.,Data,,,09/01/2024,https://www.bizjournals.com/washington/news/2024/01/09/morning-consult-layoffs-market-research.html,United States,Series B,91
Trend Micro,"Tokyo, Non-U.S.",Security,,0.02,09/01/2024,https://www.cnbc.com/2024/01/09/trend-micro-lays-off-2percent-of-its-global-workforce.html,Japan,Unknown,
Unity,SF Bay Area,Other,1800,0.25,08/01/2024,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,United States,Post-IPO,1300
Flipkart,"Bengaluru, Non-U.S.",Retail,1100,0.05,08/01/2024,https://www.republicworld.com/business/industry/flipkart-reportedly-to-lay-off-over-1000-employees/,India,Acquired,12900
NuScale Power,Corvallis,Energy,154,0.28,08/01/2024,https://www.oregonlive.com/business/2024/01/oregon-nuclear-power-company-nuscale-acknowledges-layoffs-says-154-workers-lost-their-jobs.html,United States,Post-IPO,470
Flexe,Seattle,Logistics,99,0.38,08/01/2024,https://www.geekwire.com/2024/warehousing-and-logistics-startup-flexe-cuts-38-of-workforce-in-latest-layoffs/,United States,Series D,263
Pitch,"Berlin, Non-U.S.",Other,80,0.67,08/01/2024,https://techcrunch.com/2024/01/08/pitch-christian-reber-venture-funding/,Germany,Series B,138
BenchSci,"Toronto, Non-U.S.",Healthcare,70,0.17,08/01/2024,https://betakit.com/benchsci-trims-headcount-citing-generative-ai-economic-conditions/,Canada,Series D,164
Here,Miami,Real Estate,,1,08/01/2024,https://techcrunch.com/2024/01/08/another-proptech-startup-crashes-and-burns-citing-current-interest-rate-environment/,United States,Seed,5
Ledger Investing,New York City,Finance,,0.25,08/01/2024,https://www.theinsurer.com/news/ils-insurtech-ledger-investing-undertakes-40-reduction-in-force/,United States,Series B,91
Lendio,Lehi,Finance,,,08/01/2024,https://www.linkedin.com/posts/paul-o-donnell-89ba19a1_today-we-shared-the-unfortunate-news-of-a-activity-7150269305555664897-OCID/,United States,Series E,108
MeridianLink,Los Angeles,Finance,,0.09,08/01/2024,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001834494/6c1d7f9a-f5ef-4c32-bb54-d5915b81d77e.pdf,United States,Post-IPO,485
LiveVox,SF Bay Area,Support,,,07/01/2024,https://www.channelfutures.com/unified-communications/livevox-layoffs-hit-channel-and-sales-team,United States,Acquired,12
NanoString Technologies,Seattle,Healthcare,50,0.09,06/01/2024,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,United States,Post-IPO,826
Cue Health,San Diego,Healthcare,94,0.13,05/01/2024,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,United States,Post-IPO,899
Lever,SF Bay Area,Recruiting,,,05/01/2024,https://sfstandard.com/2024/01/05/lever-san-francisco-tech-layoffs/,United States,Acquired,123
Trigo,"Tel Aviv, Non-U.S.",Retail,30,0.15,04/01/2024,https://www.calcalistech.com/ctechnews/article/b1pfj7nu6,Israel,Series C,199
InVision,New York City,Product,,1,04/01/2024,https://www.theinformation.com/briefings/design-startup-invision-once-valued-at-2b-is-shutting-down,United States,Series F,356
VideoAmp,Los Angeles,Marketing,,0.2,04/01/2024,https://adage.com/article/measurement/videoamp-ceo-ross-mccray-steps-down-company-lays-20-staff/2535441,United States,Series F,456
Xerox,Norwalk,Hardware,3000,0.15,03/01/2024,https://www.cnbc.com/2024/01/03/xerox-layoffs-company-to-cut-15percent-of-workforce.html,United States,Post-IPO,27200
Lazada Group ,"Singapore, Non-U.S.",Retail,100,0.3,03/01/2024,https://www.channelnewsasia.com/singapore/lazada-layoffs-retrenchment-job-cuts-employees-4024746,Singapore,Acquired,7200
Orca Security,"Tel Aviv, Non-U.S.",Security,60,0.15,03/01/2024,https://www.calcalistech.com/ctechnews/article/skm23oz00t,Israel,Series C,632
Frontdesk,Milwaukee,Travel,200,1,02/01/2024,https://techcrunch.com/2024/01/02/short-term-rental-provider-frontdesk-lays-off-entire-staff-on-the-verge-of-shutting-down/,United States,Unknown,26
The Messenger,New York City,Media,24,,02/01/2024,https://www.nytimes.com/2024/01/02/business/media/the-messenger-news-layoffs.html,United States,Unknown,
Ocado,"London, Non-U.S.",Food,1000,,31/12/2023,https://www.thetimes.com/business-money/entrepreneurs/article/ocado-reduced-staff-numbers-amid-difficult-times-for-online-grocers-xrxknd58s,United Kingdom,Post-IPO,2000
Bolt.Earth,"Bengaluru, Non-U.S.",Energy,,0.2,29/12/2023,https://inc42.com/buzz/exclusive-ev-charging-infra-provider-bolt-earth-fires-about-20-of-its-workforce/,India,Series B,24
Strake,Boulder,Infrastructure,,1,28/12/2023,https://www.linkedin.com/posts/aryounce_it-saddens-me-to-announce-that-the-company-activity-7146247081442041856-lvdx/,United States,Unknown,
Paytm,"Noida, Non-U.S.",Finance,1000,,25/12/2023,https://timesofindia.indiatimes.com/business/india-business/paytm-announces-layoffs-aims-to-streamline-operations-and-reduce-costs/articleshow/106260763.cms?from=mdr,India,Unknown,
Intel,Sacramento,Hardware,311,,21/12/2023,https://www.theregister.com/2023/12/21/intel_gifts_311_cali_workers/,United States,Post-IPO,12
Hyperloop One,Los Angeles,Transportation,,1,21/12/2023,https://www.bloomberg.com/news/articles/2023-12-21/hyperloop-one-to-shut-down-after-raising-millions-to-reinvent-transit?embedded-checkout=true,United States,Unknown,368
Palmetto Clean Technology,Charleston,Energy,,,21/12/2023,https://www.bizjournals.com/charlotte/inno/stories/news/2023/12/21/clean-tech-unicorn-startup-palmetto-layoff-rounds.html,United States,Private Equity,628
ShareChat,"Bengaluru, Non-U.S.",Consumer,200,0.15,20/12/2023,https://entrackr.com/2023/12/sharechat-lays-off-15-of-its-workforce/,India,Series H,1700
InSightec,"Haifa, Non-U.S.",Healthcare,100,0.2,19/12/2023,https://www.calcalistech.com/ctechnews/article/bkmqvekv6,Israel,Unknown,733
Kaspien,Seattle,Retail,,1,19/12/2023,https://www.geekwire.com/2023/kaspien-a-e-commerce-company-previously-known-as-etailz-is-shutting-down/,United States,Post-IPO,52
Enphase Energy,SF Bay Area,Energy,350,0.1,18/12/2023,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,United States,Post-IPO,116
Udaan,"Bengaluru, Non-U.S.",Retail,100,0.1,18/12/2023,https://startupstorymedia.com/insights-udaan-despite-340-million-funding-implements-layoffs-cuts-10-of-workforce/,India,Unknown,1500
Checkout.com,"London, Non-U.S.",Finance,80,,18/12/2023,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,United Kingdom,Series D,1800
Arm Holdings,"Shanghai, Non-U.S.",Hardware,70,,18/12/2023,https://www.bloomberg.com/news/articles/2023-12-18/arm-lays-off-over-70-engineers-in-china-relocating-roles,China,Post-IPO,
Delivery Hero,"Berlin, Non-U.S.",Food,,,18/12/2023,https://www.bloomberg.com/news/articles/2023-12-18/delivery-hero-closes-hubs-in-taiwan-turkey-in-push-to-cut-costs,Germany,Post-IPO,9900
eBay,"Tel Aviv, Non-U.S.",Retail,20,,17/12/2023,https://www.calcalistech.com/ctechnews/article/h1d3zchia,Israel,Post-IPO,1200
Glowforge,Seattle,Manufacturing,30,,15/12/2023,https://www.geekwire.com/2023/glowforge-lays-off-30-employees-as-maker-of-3d-laser-engravers-gets-ready-for-whats-next/,United States,Series E,133
Jellysmack,"Paris, Non-U.S.",Media,,,15/12/2023,https://www.businessinsider.com/creator-startup-jellysmack-lays-off-staffers-restructures-memo-2024-1,France,Series C,22
Superpedestrian,Boston,Transportation,,,15/12/2023,https://techcrunch.com/2023/12/15/scooter-startup-superpedestrian-shutting-down-us-operations-explores-sale-of-europe-business/,United States,Series C,262
Cruise,SF Bay Area,Transportation,900,0.24,14/12/2023,https://techcrunch.com/2023/12/14/cruise-slashes-24-of-self-driving-car-workforce-in-sweeping-layoffs/,United States,Acquired,15000
Solarisbank,"Berlin, Non-U.S.",Finance,20,,14/12/2023,https://finanz-szene.de/fintech/solarisbank-entlaesst-mehr-als-20-beschaeftigte-auch-drei-manager-gehen/,Germany,Unknown,385
Bolt,SF Bay Area,Finance,,0.29,14/12/2023,https://www.theinformation.com/briefings/bolt-lays-off-29-of-staff-in-latest-cut-for-checkout-software-firm,United States,Series E,1300
Curalie,"Berlin, Non-U.S.",Healthcare,,1,14/12/2023,https://www.msn.com/de-de/finanzen/top-stories/fresenius-aktie-gibt-nach-fresenius-stampft-digitaltochter-curlie-ein/ar-AA1lxOnW,Germany,Unknown,
Curbio,Washington D.C.,Real Estate,,,14/12/2023,https://www.linkedin.com/posts/rick-rudman-18019731_proptech-recruiting-talentacquisition-activity-7141099800715747329-1Ffy/,United States,Series B,76
Flyhomes,Seattle,Real Estate,,,14/12/2023,https://www.geekwire.com/2023/seattle-real-estate-startup-flyhomes-conducts-more-layoffs-amid-worsening-industry-headwinds/,United States,Series C,310
Stellar Pizza,Los Angeles,Food,,0.5,14/12/2023,https://www.bloomberg.com/news/articles/2023-12-14/layoffs-bankruptcies-and-reorgs-haunted-silicon-valley-startups-this-year,United States,Series A,25
Invitae,SF Bay Area,Healthcare,235,0.15,13/12/2023,https://sfstandard.com/2023/12/19/tech-layoffs-san-francisco-invitae/,United States,Post-IPO,2500
Etsy,New York City,Retail,225,0.11,13/12/2023,https://www.cnbc.com/2023/12/13/etsy-laying-off-11percent-of-staff-citing-competitive-environment.html,United States,Post-IPO,97
Analog Devices,SF Bay Area,Manufacturing,111,,13/12/2023,https://www.bizjournals.com/sanjose/news/2023/12/13/layoffs-come-to-analog-devices-as-111.html,United States,Post-IPO,
ForgeRock,SF Bay Area,Other,109,,13/12/2023,https://www.sfchronicle.com/bayarea/article/bay-area-tech-layoffs-pac-12-forgerock-analog-18552853.php,United States,Acquired,234
Flex,SF Bay Area,Manufacturing,31,,13/12/2023,https://www.siliconvalley.com/2023/12/13/tech-job-cut-layoff-san-jose-economy-sports-google-facebook-nextdoor/,United States,Unknown,
FourKites,Chicago,Logistics,,0.15,13/12/2023,https://www.freightwaves.com/news/fourkites-confirms-15-cut-in-global-workforce-dismisses-key-exec,United States,Unknown,241
Sojern,SF Bay Area,Marketing,,0.2,13/12/2023,https://skift.com/2023/12/13/sojern-lays-off-20-of-staff-to-reduce-expenses/,United States,Unknown,172
TomTom,"Lodz, Non-U.S.",Transportation,45,,12/12/2023,https://businessinsider.com.pl/wiadomosci/tomtom-oglosil-zwolnienia-grupowe-wszystko-przez-sztuczna-inteligencje/czlqpyz,Poland,Post-IPO,
Chipper Cash,SF Bay Area,Finance,15,0.33,11/12/2023,https://techcabal.com/2023/12/11/chipper-cash-cuts-15-jobs/,United States,Series C,302
Jungle Scout,Austin,Retail,,,09/12/2023,https://www.linkedin.com/feed/update/urn:li:activity:7138998837737648130/,United States,Private Equity,110
SmileDirectClub,Nashville,Healthcare,,1,09/12/2023,https://www.cnn.com/2023/12/09/business/smiledirectclub-shutdown-bankruptcy/index.html,United States,Post-IPO,694
Sunfolding,SF Bay Area,Energy,,1,09/12/2023,https://www.openthenews.com/sunfolding-an-inventive-solar-tracker-startup-has-shut-down/,United States,Series B,32
Zulily,Seattle,Retail,839,1,08/12/2023,https://www.geekwire.com/2023/zulilys-closure-of-ohio-fulfillment-center-will-impact-274-workers/,United States,Acquired,194
D2iQ,SF Bay Area,Infrastructure,,1,08/12/2023,https://www.theinformation.com/articles/a16z-backed-startup-that-once-rejected-150m-sale-to-microsoft-shuts-down?shared=e532b505170fc244,United States,Series D,247
Simplilearn,"Bengaluru, Non-U.S.",Education,200,,07/12/2023,https://startupstorymedia.com/insights-simplilearn-backed-by-blackstone-terminates-200-employees-citing-performance-issues/,India,Acquired,76
Rivian,Detroit,Transportation,20,,07/12/2023,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,United States,Post-IPO,10700
Atmosphere,Austin,Other,,,07/12/2023,https://www.bizjournals.com/austin/inno/stories/inno-insights/2023/12/07/austin-viral-tv-unicorn-layoffs-off-employees.html,United States,Series D,214
Navan,SF Bay Area,Travel,145,,06/12/2023,https://skift.com/2023/12/06/navan-lays-off-145-people-to-reach-profitability/,United States,Unknown,2200
Tidal,New York City,Consumer,40,0.1,06/12/2023,https://www.bloomberg.com/news/articles/2023-12-06/dorsey-s-ax-hits-tidal-music-service-over-10-of-staff-let-go,United States,Acquired,
ZestMoney,"Bengaluru, Non-U.S.",Finance,150,1,05/12/2023,https://techcrunch.com/2023/12/05/goldman-sachs-backed-zestmoney-once-valued-at-450m-to-shut-down/,India,Series C,120
Navan,SF Bay Area,Finance,145,0.05,05/12/2023,https://www.theinformation.com/briefings/ipo-candidate-navan-lays-off-145-in-profitability-push,United States,Unknown,2200
Incredibuild,"Tel Aviv, Non-U.S.",Product,40,0.2,05/12/2023,https://www.calcalistech.com/ctechnews/article/b14g5i3rt,Israel,Series B,35
Bill.com,SF Bay Area,Finance,,0.15,05/12/2023,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,United States,Post-IPO,280
Contentful,"Berlin, Non-U.S.",Marketing,,,05/12/2023,https://www.businessinsider.de/gruenderszene/technologie/software-unicorn-contentful-entlaesst-50-mitarbeitende/,Germany,Series F,350
Course Hero,SF Bay Area,Education,,0.25,05/12/2023,https://www.linkedin.com/posts/coursehero_course-hero-alumni-talent-activity-7137848787347132416-q9KI/,United States,Series C,477
Pivo,"Abuja, Non-U.S.",Finance,,1,05/12/2023,https://techpoint.africa/2023/12/05/pivo-has-shut-down/,Nigeria,Seed,3
Yahoo,SF Bay Area,Consumer,,,05/12/2023,https://www.thedailybeast.com/yahoo-news-lays-off-staffers-shuts-down-gen-z-focused-site,United States,Acquired,6
Spotify,"Stockholm, Non-U.S.",Media,1500,0.17,04/12/2023,https://www.cnbc.com/2023/12/04/spotify-to-lay-off-17percent-of-employees-ceo-daniel-ek-says.html,Sweden,Post-IPO,2100
TuSimple,San Diego,Transportation,150,,04/12/2023,https://www.morningstar.com/news/marketwatch/20231204801/autonomous-truck-company-tusimple-to-wind-down-us-operations-slash-jobs,United States,Post-IPO,648
Meow Wolf,Santa Fe,Media,8,,04/12/2023,https://finance.yahoo.com/news/meow-wolf-lays-off-eight-003400761.html,United States,Unknown,185
DwellWell,Los Angeles,Real Estate,,1,04/12/2023,https://www.linkedin.com/feed/update/urn:li:activity:7137484656584622080/,United States,Seed,6
Twilio,SF Bay Area,Other,,0.05,04/12/2023,https://www.bloomberg.com/news/articles/2023-12-04/twilio-to-cut-another-5-of-workforce-in-third-round-of-layoffs,United States,Post-IPO,614
Filmic,Seattle,Other,,1,01/12/2023,https://petapixel.com/2023/12/01/filmics-entire-staff-laid-off-by-parent-company-bending-spoons/,United States,Acquired,
Loco,"Mumbai, Non-U.S.",Consumer,40,0.36,30/11/2023,https://inc42.com/buzz/krafton-backed-loco-joins-layoff-spree-trims-36-headcount/,India,Acquired,52
Zepz,"London, Non-U.S.",Finance,30,0.02,30/11/2023,https://www.cnbc.com/2023/11/30/zepz-a-5-billion-fintech-unicorn-is-laying-off-more-staff.html,United Kingdom,Series E,700
Domo,Salt Lake City,Data,,0.07,30/11/2023,https://finance.yahoo.com/news/q3-2024-domo-inc-earnings-134921438.html,United States,Post-IPO,689
Mojo,New York City,Consumer,,,30/11/2023,https://www.businessinsider.com/sports-betting-app-mojo-cuts-staff-amid-strategic-shift-2023-11,United States,Unknown,100
Pipedrive,"Tallinn, Non-U.S.",Sales,,,30/11/2023,https://digipro.geenius.ee/rubriik/uudis/pipedrive-koondab-tootajaid-seoses-strateegiliste-muudatustega/,Estonia,Private Equity,90
Vox Media,Washington D.C.,Media,,0.04,30/11/2023,https://www.theinformation.com/briefings/vox-media-cuts-4-of-workforce,United States,Series F,307
Unity,SF Bay Area,Other,265,0.04,28/11/2023,https://www.reuters.com/technology/unity-software-cut-38-staff-company-reset-2023-11-28/,United States,Post-IPO,1300
Dataminr,New York City,AI,150,0.2,28/11/2023,https://techcrunch.com/2023/11/28/dataminr-the-4b-big-data-startup-is-laying-off-20-of-staff-today-or-150-people-as-it-preps-to-double-down-on-ai/,United States,Series F,1100
Multiverse,"London, Non-U.S.",Education,,0.05,28/11/2023,https://sifted.eu/articles/multiverse-layoffs,United Kingdom,Series D,414
Tier Mobility,"Berlin, Non-U.S.",Transportation,,0.22,28/11/2023,https://techcrunch.com/2023/11/28/scooter-startup-tier-lays-off-22-of-workforce-to-reach-profitability/,Germany,Series D,646
VMware,SF Bay Area,Infrastructure,2837,,27/11/2023,https://arstechnica.com/information-technology/2023/12/broadcom-cuts-at-least-2800-vmware-jobs-following-69-billion-acquisition/,United States,Acquired,393
Bytedance,"Shanghai, Non-U.S.",Consumer,1000,,27/11/2023,https://asia.nikkei.com/Business/China-tech/TikTok-parent-ByteDance-to-cut-1-000-gaming-jobs-in-strategic-shift,China,Unknown,9400
Our Next Energy,Detroit,Transportation,128,0.25,27/11/2023,https://www.reuters.com/business/autos-transportation/ev-battery-startup-one-cuts-workforce-by-25-2023-11-27/,United States,Series B,390
Veev,SF Bay Area,Construction,,1,26/11/2023,https://www.theinformation.com/briefings/khosla-backed-construction-tech-startup-veev-to-shut-down,United States,Series D,597
Anar,"Mumbai, Non-U.S.",Marketing,,1,25/11/2023,https://inc42.com/buzz/as-elevation-backed-anar-shuts-shop-here-are-key-learnings-from-b2b-networking-startups-cofounder-ceo/,India,Seed,6
Alerzo,"Ibadan, Non-U.S.",Retail,100,,21/11/2023,https://techpoint.africa/2023/11/21/alerzo-has-laid-off-100-employees-due-to-warehouse-automation/,Nigeria,Series B,16
McMakler,"Berlin, Non-U.S.",Real Estate,60,,21/11/2023,https://www.businessinsider.de/gruenderszene/business/naechste-entlassungswelle-bei-mcmakler-58-personen-verlieren-ihren-job/,Germany,Unknown,214
Tulip Retail,"Toronto, Non-U.S.",Retail,25,,21/11/2023,https://www.linkedin.com/posts/aliasaria_yesterday-was-a-difficult-day-at-tulip-we-activity-7133191110356566016-8eiX/,Canada,Series C,79
Jodo,"Bengaluru, Non-U.S.",Finance,100,,20/11/2023,https://inc42.com/buzz/exclusive-tiger-global-backed-jodo-sacks-100-employees-as-business-outlook-falters/,India,Series A,19
C3.ai,SF Bay Area,AI,,,20/11/2023,https://www.nasdaq.com/articles/c3.ai-cuts-jobs-to-reduce-costs-bloomberg-news,United States,Series F,228
Presto,SF Bay Area,Food,,0.17,20/11/2023,https://investor.presto.com/news-releases/news-release-details/presto-automation-announces-fiscal-first-quarter-2024-financial,United States,Post-IPO,167
Physics Wallah,"Noida, Non-U.S.",Education,120,0.01,19/11/2023,https://entrackr.com/2023/11/exclusive-physicswallah-lays-off-over-100-employees/,India,Series A,100
NextGen Healthcare,St. Louis,Healthcare,84,,17/11/2023,https://www.bizjournals.com/stlouis/news/2023/11/17/health-care-tech-firm-lay-off-84-st-louis-workers.html,United States,Acquired,
Amazon,Seattle,Retail,,,17/11/2023,https://www.geekwire.com/2023/amazon-will-cut-several-hundred-more-jobs-on-alexa-team-as-it-discontinues-some-initiatives/,United States,Post-IPO,108
Buildertrend,Omaha,Construction,,0.16,17/11/2023,https://siliconprairienews.com/2023/11/buildertrend-layoffs-november-2023/,United States,Unknown,
